"iteration","value","iteration_num","metric","alpha","lambda","hyper_param_label"
"Test Set 8",665851.8,8,"null_deviance",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 8",0.38197577,8,"r2",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 8",356628.16,8,"residual_deviance",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 8",2229.2922,8,"rmse",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 8",0.64324147,8,"rmsle",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 9",1402.5353,9,"mae",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 9",19.44685,9,"mean_residual_deviance",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 9",5944607,9,"mse",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 9",674248.1,9,"null_deviance",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 9",0.34285492,9,"r2",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 9",366553.66,9,"residual_deviance",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 9",2438.1565,9,"rmse",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 9",0.64595354,9,"rmsle",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 10",1395.6008,10,"mae",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 10",19.099463,10,"mean_residual_deviance",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 10",5634415.5,10,"mse",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 10",670722,10,"null_deviance",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 10",0.35845757,10,"r2",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 10",358038.53,10,"residual_deviance",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 10",2373.6924,10,"rmse",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 10",0.6389789,10,"rmsle",0.9,0.00001,"alpha 0.9, lambda 0.00001"
"Test Set 1",1476.0486,1,"mae",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 1",21.243567,1,"mean_residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 1",5992785,1,"mse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 1",684071.6,1,"null_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 1",0.31979424,1,"r2",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 1",397700.78,1,"residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 1",2448.0166,1,"rmse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 1",0.67244256,1,"rmsle",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 2",1438.1913,2,"mae",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 2",20.478285,2,"mean_residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 2",5338200,2,"mse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 2",664416,2,"null_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 2",0.33289346,2,"r2",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 2",386404.75,2,"residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 2",2310.4546,2,"rmse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 2",0.6649389,2,"rmsle",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 3",1439.566,3,"mae",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 3",20.135729,3,"mean_residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 3",5644329,3,"mse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 3",666076.44,3,"null_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 3",0.32857624,3,"r2",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 3",379920.94,3,"residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 3",2375.7795,3,"rmse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 3",0.65510464,3,"rmsle",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 4",1442.3865,4,"mae",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 4",20.591154,4,"mean_residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 4",6584490.5,4,"mse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 4",678478.6,4,"null_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 4",0.29714158,4,"r2",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 4",390634.78,4,"residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 4",2566.0261,4,"rmse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 4",0.65430164,4,"rmsle",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 5",1465.1364,5,"mae",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 5",20.839977,5,"mean_residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 5",5915481,5,"mse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 5",671523.8,5,"null_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 5",0.32003847,5,"r2",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 5",389895.12,5,"residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 5",2432.1763,5,"rmse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 5",0.66264796,5,"rmsle",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 6",1415.4713,6,"mae",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 6",19.753954,6,"mean_residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 6",5115531.5,6,"mse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 6",642858.94,6,"null_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 6",0.33982518,6,"r2",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 6",369912.53,6,"residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 6",2261.7542,6,"rmse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 6",0.6542051,6,"rmsle",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 7",1449.6915,7,"mae",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 7",20.607971,7,"mean_residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 7",6085222.5,7,"mse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 7",684253.25,7,"null_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 7",0.31911495,7,"r2",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 7",390294.38,7,"residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 7",2466.8245,7,"rmse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 7",0.6610604,7,"rmsle",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 8",1434.3372,8,"mae",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 8",20.07108,8,"mean_residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 8",5408594,8,"mse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 8",659874.2,8,"null_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 8",0.33262765,8,"r2",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 8",378942,8,"residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 8",2325.6384,8,"rmse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 8",0.65486187,8,"rmsle",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 9",1422.5568,9,"mae",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 9",20.199137,9,"mean_residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 9",5951311.5,9,"mse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 9",656983.5,9,"null_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 9",0.30762514,9,"r2",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 9",381703.06,9,"residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 9",2439.531,9,"rmse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 9",0.65511864,9,"rmsle",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 10",1422.9282,10,"mae",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 10",19.821634,10,"mean_residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 10",5015223,10,"mse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 10",645695.7,10,"null_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 10",0.34423068,10,"r2",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 10",371417.78,10,"residual_deviance",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 10",2239.4692,10,"rmse",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 10",0.6605191,10,"rmsle",0.8,0.00001,"alpha 0.8, lambda 0.00001"
"Test Set 1",1488.5917,1,"mae",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 1",21.373615,1,"mean_residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 1",5529030,1,"mse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 1",678137.06,1,"null_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 1",0.33358046,1,"r2",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 1",405949.1,1,"residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 1",2351.389,1,"rmse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 1",0.6840232,1,"rmsle",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 2",1475.6254,2,"mae",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 2",21.404947,2,"mean_residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 2",5959573.5,2,"mse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 2",670667.5,2,"null_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 2",0.30919406,2,"r2",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 2",406437.12,2,"residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 2",2441.2239,2,"rmse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 2",0.6829617,2,"rmsle",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 3",1465.2844,3,"mae",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 3",21.223137,3,"mean_residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 3",5845892,3,"mse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 3",656745.7,3,"null_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 3",0.3143476,3,"r2",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 3",395917.6,3,"residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 3",2417.828,3,"rmse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 3",0.68052226,3,"rmsle",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 4",1480.3883,4,"mae",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 4",21.448318,4,"mean_residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 4",5923145.5,4,"mse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 4",674642.94,4,"null_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 4",0.31489253,4,"r2",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 4",405266,4,"residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 4",2433.7515,4,"rmse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 4",0.6825478,4,"rmsle",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 5",1454.171,5,"mae",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 5",20.997343,5,"mean_residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 5",5645578.5,5,"mse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 5",665178.25,5,"null_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 5",0.3227012,5,"r2",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 5",398256.6,5,"residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 5",2376.0427,5,"rmse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 5",0.6790823,5,"rmsle",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 6",1468.6936,6,"mae",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 6",21.103348,6,"mean_residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 6",5310098.5,6,"mse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 6",644610.1,6,"null_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 6",0.32433587,6,"r2",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 6",394569.28,6,"residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 6",2304.365,6,"rmse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 6",0.6818672,6,"rmsle",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 7",1492.4816,7,"mae",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 7",21.59412,7,"mean_residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 7",5802534.5,7,"mse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 7",677656.44,7,"null_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 7",0.3213874,7,"r2",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 7",408301.62,7,"residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 7",2408.845,7,"rmse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 7",0.6896662,7,"rmsle",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 8",1470.2715,8,"mae",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 8",21.126455,8,"mean_residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 8",5517252,8,"mse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 8",661184.06,8,"null_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 8",0.32649007,8,"r2",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 8",398170.3,8,"residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 8",2348.883,8,"rmse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 8",0.6792999,8,"rmsle",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 9",1476.3767,9,"mae",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 9",21.384008,9,"mean_residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 9",6201779,9,"mse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 9",664556.1,9,"null_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 9",0.30528164,9,"r2",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 9",398982.8,9,"residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 9",2490.3372,9,"rmse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 9",0.68722403,9,"rmsle",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 10",1487.0686,10,"mae",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 10",21.400614,10,"mean_residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 10",5690068.5,10,"mse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 10",660834.6,10,"null_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 10",0.32055038,10,"r2",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 10",400405.5,10,"residual_deviance",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 10",2385.3865,10,"rmse",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 10",0.6758639,10,"rmsle",1,0.0005,"alpha 1, lambda 0.0005"
"Test Set 1",1477.7048,1,"mae",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 1",21.487392,1,"mean_residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 1",5885114,1,"mse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 1",668196.44,1,"null_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 1",0.2971897,1,"r2",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 1",404672.06,1,"residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 1",2425.9253,1,"rmse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 1",0.6745039,1,"rmsle",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 2",1506.3057,2,"mae",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 2",22.145617,2,"mean_residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 2",6051578,2,"mse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 2",679178.2,2,"null_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 2",0.2898752,2,"r2",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 2",417356.28,2,"residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 2",2459.9956,2,"rmse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 2",0.682352,2,"rmsle",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 3",1466.6342,3,"mae",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 3",21.06273,3,"mean_residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 3",5547885.5,3,"mse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 3",661206.6,3,"null_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 3",0.304129,3,"r2",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 3",400823.78,3,"residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 3",2355.395,3,"rmse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 3",0.6684301,3,"rmsle",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 4",1487.1443,4,"mae",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 4",21.758762,4,"mean_residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 4",6181533,4,"mse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 4",675724.06,4,"null_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 4",0.28756684,4,"r2",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 4",410653.12,4,"residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 4",2486.2688,4,"rmse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 4",0.677052,4,"rmsle",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 5",1480.8494,5,"mae",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 5",21.409958,5,"mean_residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 5",6216955.5,5,"mse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 5",650337.8,5,"null_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 5",0.2830718,5,"r2",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 5",395955.78,5,"residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 5",2493.3823,5,"rmse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 5",0.6743444,5,"rmsle",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 6",1465.9154,6,"mae",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 6",21.263647,6,"mean_residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 6",5779102.5,6,"mse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 6",663985.94,6,"null_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 6",0.29795885,6,"r2",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 6",400989.88,6,"residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 6",2403.9763,6,"rmse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 6",0.6740883,6,"rmsle",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 7",1511.9763,7,"mae",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 7",22.131506,7,"mean_residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 7",6362065,7,"mse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 7",682004.56,7,"null_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 7",0.284758,7,"r2",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 7",416249.38,7,"residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 7",2522.3135,7,"rmse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 7",0.6819723,7,"rmsle",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 8",1467.4625,8,"mae",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 8",21.416504,8,"mean_residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 8",6533091,8,"mse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 8",661009.94,8,"null_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 8",0.27059436,8,"r2",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 8",403979.5,8,"residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 8",2555.9912,8,"rmse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 8",0.67207736,8,"rmsle",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 9",1468.7021,9,"mae",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 9",21.102493,9,"mean_residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 9",5594385,9,"mse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 9",657670.2,9,"null_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 9",0.29887658,9,"r2",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 9",400862.97,9,"residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 9",2365.245,9,"rmse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 9",0.6715397,9,"rmsle",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 10",1468.1514,10,"mae",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 10",21.14972,10,"mean_residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 10",5597793.5,10,"mse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 10",654922.44,10,"null_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 10",0.30579734,10,"r2",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 10",395859.28,10,"residual_deviance",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 10",2365.9656,10,"rmse",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 10",0.6798324,10,"rmsle",0.7,0.00001,"alpha 0.7, lambda 0.00001"
"Test Set 1",1499.1075,1,"mae",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 1",22.05113,1,"mean_residual_deviance",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 1",5796201.5,1,"mse",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 1",662317.4,1,"null_deviance",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 1",0.28036645,1,"r2",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 1",417185.34,1,"residual_deviance",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 1",2407.53,1,"rmse",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 1",0.6880651,1,"rmsle",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 2",1507.9526,2,"mae",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 2",22.304308,2,"mean_residual_deviance",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 2",6053028,2,"mse",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 2",667493.75,2,"null_deviance",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 2",0.27341938,2,"r2",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 2",420971.53,2,"residual_deviance",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 2",2460.2903,2,"rmse",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 2",0.68610567,2,"rmsle",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 3",1519.2383,3,"mae",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 3",22.569208,3,"mean_residual_deviance",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 3",6147102.5,3,"mse",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 3",673257.75,3,"null_deviance",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 3",0.26993704,3,"r2",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 3",426964.25,3,"residual_deviance",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 3",2479.3352,3,"rmse",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 3",0.69094336,3,"rmsle",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 4",1518.0837,4,"mae",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 4",22.69174,4,"mean_residual_deviance",0.6,0.00001,"alpha 0.6, lambda 0.00001"
"Test Set 4",6589839,4,"mse",0.6,0.00001,"alpha 0.6, lambda 0.00001"
